5	0.4353	6	0.4236	5	0.5025	[11, 10, 7, 8, 1, 12]	[2, 0, 5, 9, 1, 10, 11]	[11, 8, 10, 12, 3, 7]	160	25
5	0.5742	7	0.5174	6	0.6194	[11, 10, 7, 8, 1, 12]	[2, 0, 5, 9, 1, 10, 11, 13]	[11, 8, 10, 12, 3, 7, 4]	180	5
5	0.5367	7	0.4707	6	0.5767	[11, 10, 7, 8, 1, 12]	[2, 0, 5, 9, 1, 10, 11, 13]	[11, 8, 10, 12, 3, 7, 4]	180	10
5	0.501	7	0.4276	6	0.5364	[11, 10, 7, 8, 1, 12]	[2, 0, 5, 9, 1, 10, 11, 13]	[11, 8, 10, 12, 3, 7, 4]	180	15
5	0.4673	7	0.3878	6	0.4985	[11, 10, 7, 8, 1, 12]	[2, 0, 5, 9, 1, 10, 11, 13]	[11, 8, 10, 12, 3, 7, 4]	180	20
5	0.4353	7	0.3513	6	0.4627	[11, 10, 7, 8, 1, 12]	[2, 0, 5, 9, 1, 10, 11, 13]	[11, 8, 10, 12, 3, 7, 4]	180	25
6	0.4837	7	0.5174	7	0.5144	[11, 10, 7, 8, 1, 12, 5]	[2, 0, 5, 9, 1, 10, 11, 13]	[10, 7, 9, 11, 13, 12, 6, 5]	200	5
6	0.4479	7	0.4707	7	0.4645	[11, 10, 7, 8, 1, 12, 5]	[2, 0, 5, 9, 1, 10, 11, 13]	[10, 7, 9, 11, 13, 12, 6, 5]	200	10
6	0.4143	7	0.4276	7	0.4188	[11, 10, 7, 8, 1, 12, 5]	[2, 0, 5, 9, 1, 10, 11, 13]	[10, 7, 9, 11, 13, 12, 6, 5]	200	15
6	0.3828	7	0.3878	7	0.377	[11, 10, 7, 8, 1, 12, 5]	[2, 0, 5, 9, 1, 10, 11, 13]	[10, 7, 9, 11, 13, 12, 6, 5]	200	20
6	0.3533	7	0.3513	7	0.3387	[11, 10, 7, 8, 1, 12, 5]	[2, 0, 5, 9, 1, 10, 11, 13]	[10, 7, 9, 11, 13, 12, 6, 5]	200	25
4	0.6359	5	0.719	5	0.7395	[9, 5, 10, 11, 8]	[0, 1, 3, 7, 4, 2]	[0, 1, 2, 3, 7, 5]	100	5
4	0.6111	5	0.6622	5	0.6857	[9, 5, 10, 11, 8]	[0, 1, 3, 7, 4, 2]	[0, 1, 2, 3, 7, 5]	100	10
4	0.587	5	0.609	5	0.6349	[9, 5, 10, 11, 8]	[0, 1, 3, 7, 4, 2]	[0, 1, 2, 3, 7, 5]	100	15
4	0.5636	5	0.5591	4	0.5985	[9, 5, 10, 11, 8]	[0, 1, 3, 7, 4, 2]	[9, 5, 10, 13, 12]	100	20
4	0.541	5	0.5124	4	0.5669	[9, 5, 10, 11, 8]	[0, 1, 3, 7, 4, 2]	[9, 5, 10, 13, 12]	100	25
4	0.6359	6	0.6412	5	0.7395	[9, 5, 10, 11, 8]	[0, 1, 3, 7, 4, 2, 8]	[0, 1, 2, 3, 7, 5]	120	5
4	0.6111	6	0.5851	5	0.6857	[9, 5, 10, 11, 8]	[0, 1, 3, 7, 4, 2, 8]	[0, 1, 2, 3, 7, 5]	120	10
4	0.587	6	0.533	5	0.6349	[9, 5, 10, 11, 8]	[0, 1, 3, 7, 4, 2, 8]	[0, 1, 2, 3, 7, 5]	120	15
4	0.5636	6	0.4848	5	0.587	[9, 5, 10, 11, 8]	[0, 1, 3, 7, 4, 2, 8]	[0, 1, 2, 3, 7, 5]	120	20
4	0.541	6	0.4401	5	0.542	[9, 5, 10, 11, 8]	[0, 1, 3, 7, 4, 2, 8]	[0, 1, 2, 3, 7, 5]	120	25
5	0.5671	7	0.579	7	0.6661	[9, 5, 10, 11, 8, 3]	[0, 1, 3, 7, 4, 2, 8, 13]	[0, 1, 2, 3, 7, 5, 12, 13]	140	5
5	0.5399	7	0.5243	7	0.5971	[9, 5, 10, 11, 8, 3]	[0, 1, 3, 7, 4, 2, 8, 13]	[0, 1, 2, 3, 7, 5, 12, 13]	140	10
5	0.5138	7	0.4739	7	0.5341	[9, 5, 10, 11, 8, 3]	[0, 1, 3, 7, 4, 2, 8, 13]	[0, 1, 2, 3, 7, 5, 12, 13]	140	15
5	0.4887	7	0.4276	7	0.4767	[9, 5, 10, 11, 8, 3]	[0, 1, 3, 7, 4, 2, 8, 13]	[0, 1, 2, 3, 7, 5, 12, 13]	140	20
5	0.4646	7	0.3852	6	0.426	[9, 5, 10, 11, 8, 3]	[0, 1, 3, 7, 4, 2, 8, 13]	[9, 5, 10, 2, 1, 13, 12]	140	25
6	0.5567	8	0.5555	7	0.5972	[9, 5, 10, 11, 8, 3, 0]	[0, 1, 3, 7, 4, 2, 8, 13, 12]	[0, 1, 2, 3, 7, 5, 4, 8]	160	5
6	0.5255	8	0.4975	7	0.5399	[9, 5, 10, 11, 8, 3, 0]	[0, 1, 3, 7, 4, 2, 8, 13, 12]	[0, 1, 2, 3, 7, 5, 4, 8]	160	10
6	0.4958	8	0.4447	7	0.4873	[9, 5, 10, 11, 8, 3, 0]	[0, 1, 3, 7, 4, 2, 8, 13, 12]	[0, 1, 2, 3, 7, 5, 4, 8]	160	15
6	0.4675	8	0.3968	7	0.439	[9, 5, 10, 11, 8, 3, 0]	[0, 1, 3, 7, 4, 2, 8, 13, 12]	[0, 1, 2, 3, 7, 5, 4, 8]	160	20
6	0.4406	8	0.3533	7	0.3948	[9, 5, 10, 11, 8, 3, 0]	[0, 1, 3, 7, 4, 2, 8, 13, 12]	[0, 1, 2, 3, 7, 5, 4, 8]	160	25
7	0.5413	10	0.4159	8	0.5187	[9, 5, 10, 11, 8, 3, 0, 1]	[0, 1, 3, 7, 4, 2, 8, 13, 12, 6, 11]	[11, 8, 10, 12, 3, 13, 5, 0, 1]	180	5
7	0.5017	10	0.3641	8	0.4691	[9, 5, 10, 11, 8, 3, 0, 1]	[0, 1, 3, 7, 4, 2, 8, 13, 12, 6, 11]	[11, 8, 10, 12, 3, 13, 5, 0, 1]	180	10
7	0.4646	10	0.3181	8	0.4235	[9, 5, 10, 11, 8, 3, 0, 1]	[0, 1, 3, 7, 4, 2, 8, 13, 12, 6, 11]	[11, 8, 10, 12, 3, 13, 5, 0, 1]	180	15
7	0.4298	10	0.2773	8	0.3818	[9, 5, 10, 11, 8, 3, 0, 1]	[0, 1, 3, 7, 4, 2, 8, 13, 12, 6, 11]	[11, 8, 10, 12, 3, 13, 5, 0, 1]	180	20
7	0.3972	10	0.2412	8	0.3437	[9, 5, 10, 11, 8, 3, 0, 1]	[0, 1, 3, 7, 4, 2, 8, 13, 12, 6, 11]	[11, 8, 10, 12, 3, 13, 5, 0, 1]	180	25
8	0.5195	11	0.3464	10	0.452	[9, 5, 10, 11, 8, 3, 0, 1, 13]	[0, 1, 3, 7, 4, 2, 8, 13, 12, 6, 11, 10]	[0, 1, 2, 3, 7, 5, 4, 8, 13, 12, 9]	200	5
8	0.4764	11	0.297	10	0.3932	[9, 5, 10, 11, 8, 3, 0, 1, 13]	[0, 1, 3, 7, 4, 2, 8, 13, 12, 6, 11, 10]	[0, 1, 2, 3, 7, 5, 4, 8, 13, 12, 9]	200	10
8	0.4364	11	0.254	10	0.3412	[9, 5, 10, 11, 8, 3, 0, 1, 13]	[0, 1, 3, 7, 4, 2, 8, 13, 12, 6, 11, 10]	[0, 1, 2, 3, 7, 5, 4, 8, 13, 12, 9]	200	15
8	0.3993	11	0.2166	10	0.2953	[9, 5, 10, 11, 8, 3, 0, 1, 13]	[0, 1, 3, 7, 4, 2, 8, 13, 12, 6, 11, 10]	[0, 1, 2, 3, 7, 5, 4, 8, 13, 12, 9]	200	20
8	0.365	11	0.1843	10	0.255	[9, 5, 10, 11, 8, 3, 0, 1, 13]	[0, 1, 3, 7, 4, 2, 8, 13, 12, 6, 11, 10]	[0, 1, 2, 3, 7, 5, 4, 8, 13, 12, 9]	200	25
3	0.6745	4	0.7874	3	0.7881	[9, 5, 2, 4]	[1, 2, 0, 7, 10]	[9, 5, 4, 12]	100	5
3	0.6544	4	0.7618	3	0.767	[9, 5, 2, 4]	[1, 2, 0, 7, 10]	[9, 5, 4, 12]	100	10
3	0.6346	4	0.7368	3	0.7462	[9, 5, 2, 4]	[1, 2, 0, 7, 10]	[9, 5, 4, 12]	100	15
3	0.6152	4	0.7125	3	0.7259	[9, 5, 2, 4]	[1, 2, 0, 7, 10]	[9, 5, 4, 12]	100	20
3	0.5962	4	0.6888	3	0.7059	[9, 5, 2, 4]	[1, 2, 0, 7, 10]	[9, 5, 4, 12]	100	25
3	0.6745	5	0.7162	4	0.7494	[9, 5, 2, 4]	[1, 2, 0, 7, 10, 6]	[9, 5, 4, 6, 12]	120	5
3	0.6544	5	0.6849	4	0.7223	[9, 5, 2, 4]	[1, 2, 0, 7, 10, 6]	[9, 5, 4, 6, 12]	120	10
3	0.6346	5	0.6548	4	0.696	[9, 5, 2, 4]	[1, 2, 0, 7, 10, 6]	[9, 5, 4, 6, 12]	120	15
3	0.6152	5	0.6257	4	0.6704	[9, 5, 2, 4]	[1, 2, 0, 7, 10, 6]	[9, 5, 4, 6, 12]	120	20
3	0.5962	5	0.5977	4	0.6455	[9, 5, 2, 4]	[1, 2, 0, 7, 10, 6]	[9, 5, 4, 6, 12]	120	25
4	0.5793	6	0.681	4	0.7073	[9, 5, 2, 4, 3]	[1, 2, 0, 7, 10, 6, 4]	[4, 3, 5, 6, 8]	140	5
4	0.5546	6	0.645	4	0.6702	[9, 5, 2, 4, 3]	[1, 2, 0, 7, 10, 6, 4]	[4, 3, 5, 6, 8]	140	10
4	0.5307	6	0.6107	4	0.6346	[9, 5, 2, 4, 3]	[1, 2, 0, 7, 10, 6, 4]	[4, 3, 5, 6, 8]	140	15
4	0.5075	6	0.5779	4	0.6003	[9, 5, 2, 4, 3]	[1, 2, 0, 7, 10, 6, 4]	[4, 3, 5, 6, 8]	140	20
4	0.4852	6	0.5465	4	0.5674	[9, 5, 2, 4, 3]	[1, 2, 0, 7, 10, 6, 4]	[4, 3, 5, 6, 8]	140	25
4	0.5793	6	0.681	6	0.6376	[9, 5, 2, 4, 3]	[1, 2, 0, 7, 10, 6, 4]	[4, 3, 5, 6, 8, 12, 13]	160	5
4	0.5546	6	0.645	6	0.5915	[9, 5, 2, 4, 3]	[1, 2, 0, 7, 10, 6, 4]	[4, 3, 5, 6, 8, 12, 13]	160	10
4	0.5307	6	0.6107	6	0.5481	[9, 5, 2, 4, 3]	[1, 2, 0, 7, 10, 6, 4]	[4, 3, 5, 6, 8, 12, 13]	160	15
4	0.5075	6	0.5779	6	0.5073	[9, 5, 2, 4, 3]	[1, 2, 0, 7, 10, 6, 4]	[4, 3, 5, 6, 8, 12, 13]	160	20
4	0.4852	6	0.5465	6	0.469	[9, 5, 2, 4, 3]	[1, 2, 0, 7, 10, 6, 4]	[4, 3, 5, 6, 8, 12, 13]	160	25
5	0.4815	8	0.5585	6	0.5986	[9, 5, 2, 4, 3, 10]	[1, 2, 0, 7, 10, 6, 4, 11, 12]	[4, 3, 5, 6, 9, 8, 12]	180	5
5	0.4506	8	0.5074	6	0.5573	[9, 5, 2, 4, 3, 10]	[1, 2, 0, 7, 10, 6, 4, 11, 12]	[4, 3, 5, 6, 9, 8, 12]	180	10
5	0.4212	8	0.4602	6	0.5184	[9, 5, 2, 4, 3, 10]	[1, 2, 0, 7, 10, 6, 4, 11, 12]	[4, 3, 5, 6, 9, 8, 12]	180	15
5	0.3933	8	0.4169	6	0.4816	[9, 5, 2, 4, 3, 10]	[1, 2, 0, 7, 10, 6, 4, 11, 12]	[4, 3, 5, 6, 9, 8, 12]	180	20
5	0.3669	8	0.377	6	0.447	[9, 5, 2, 4, 3, 10]	[1, 2, 0, 7, 10, 6, 4, 11, 12]	[4, 3, 5, 6, 9, 8, 12]	180	25
6	0.4479	9	0.482	8	0.5099	[9, 5, 2, 4, 3, 10, 8]	[1, 2, 0, 7, 10, 6, 4, 11, 12, 13]	[4, 3, 5, 6, 0, 8, 13, 12, 1]	200	5
6	0.4102	9	0.4293	8	0.4635	[9, 5, 2, 4, 3, 10, 8]	[1, 2, 0, 7, 10, 6, 4, 11, 12, 13]	[4, 3, 5, 6, 0, 8, 13, 12, 1]	200	10
6	0.3752	9	0.3816	8	0.4207	[9, 5, 2, 4, 3, 10, 8]	[1, 2, 0, 7, 10, 6, 4, 11, 12, 13]	[4, 3, 5, 6, 0, 8, 13, 12, 1]	200	15
6	0.3425	9	0.3386	8	0.3814	[9, 5, 2, 4, 3, 10, 8]	[1, 2, 0, 7, 10, 6, 4, 11, 12, 13]	[4, 3, 5, 6, 0, 8, 13, 12, 1]	200	20
6	0.3122	9	0.2999	8	0.3453	[9, 5, 2, 4, 3, 10, 8]	[1, 2, 0, 7, 10, 6, 4, 11, 12, 13]	[4, 3, 5, 6, 0, 8, 13, 12, 1]	200	25
4	0.5969	6	0.659	5	0.7328	[0, 2, 1, 3, 4]	[11, 8, 3, 10, 9, 12, 4]	[8, 3, 11, 4, 6, 10]	100	5
4	0.5686	6	0.6106	5	0.6951	[0, 2, 1, 3, 4]	[11, 8, 3, 10, 9, 12, 4]	[8, 3, 11, 4, 6, 10]	100	10
4	0.5412	6	0.565	5	0.659	[0, 2, 1, 3, 4]	[11, 8, 3, 10, 9, 12, 4]	[8, 3, 11, 4, 6, 10]	100	15
4	0.5147	6	0.5222	5	0.6244	[0, 2, 1, 3, 4]	[11, 8, 3, 10, 9, 12, 4]	[8, 3, 11, 4, 6, 10]	100	20
4	0.4891	6	0.482	5	0.5912	[0, 2, 1, 3, 4]	[11, 8, 3, 10, 9, 12, 4]	[8, 3, 11, 4, 6, 10]	100	25
5	0.5257	6	0.659	6	0.623	[0, 2, 1, 3, 4, 5]	[11, 8, 3, 10, 9, 12, 4]	[8, 3, 11, 13, 10, 9, 12]	120	5
5	0.4955	6	0.6106	6	0.5778	[0, 2, 1, 3, 4, 5]	[11, 8, 3, 10, 9, 12, 4]	[8, 3, 11, 13, 10, 9, 12]	120	10
5	0.4666	6	0.565	6	0.5352	[0, 2, 1, 3, 4, 5]	[11, 8, 3, 10, 9, 12, 4]	[8, 3, 11, 13, 10, 9, 12]	120	15
5	0.439	6	0.5222	6	0.4952	[0, 2, 1, 3, 4, 5]	[11, 8, 3, 10, 9, 12, 4]	[8, 3, 11, 13, 10, 9, 12]	120	20
5	0.4126	6	0.482	6	0.4576	[0, 2, 1, 3, 4, 5]	[11, 8, 3, 10, 9, 12, 4]	[8, 3, 11, 13, 10, 9, 12]	120	25
6	0.4576	8	0.5461	5	0.649	[0, 2, 1, 3, 4, 5, 9]	[11, 8, 3, 10, 9, 12, 4, 6, 5]	[8, 3, 11, 13, 4, 10]	140	5
6	0.4215	8	0.4904	5	0.6158	[0, 2, 1, 3, 4, 5, 9]	[11, 8, 3, 10, 9, 12, 4, 6, 5]	[8, 3, 11, 13, 4, 10]	140	10
6	0.3878	8	0.4395	5	0.584	[0, 2, 1, 3, 4, 5, 9]	[11, 8, 3, 10, 9, 12, 4, 6, 5]	[8, 3, 11, 13, 4, 10]	140	15
6	0.3562	8	0.3933	5	0.5535	[0, 2, 1, 3, 4, 5, 9]	[11, 8, 3, 10, 9, 12, 4, 6, 5]	[8, 3, 11, 13, 4, 10]	140	20
6	0.3267	8	0.3512	5	0.5242	[0, 2, 1, 3, 4, 5, 9]	[11, 8, 3, 10, 9, 12, 4, 6, 5]	[8, 3, 11, 13, 4, 10]	140	25
7	0.4314	9	0.4809	7	0.52	[0, 2, 1, 3, 4, 5, 9, 10]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2]	[8, 3, 11, 13, 0, 4, 10, 6]	160	5
7	0.3943	9	0.4273	7	0.4785	[0, 2, 1, 3, 4, 5, 9, 10]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2]	[8, 3, 11, 13, 0, 4, 10, 6]	160	10
7	0.3599	9	0.379	7	0.4399	[0, 2, 1, 3, 4, 5, 9, 10]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2]	[8, 3, 11, 13, 0, 4, 10, 6]	160	15
7	0.328	9	0.3354	7	0.4038	[0, 2, 1, 3, 4, 5, 9, 10]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2]	[8, 3, 11, 13, 0, 4, 10, 6]	160	20
7	0.2985	9	0.2963	7	0.3703	[0, 2, 1, 3, 4, 5, 9, 10]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2]	[8, 3, 11, 13, 0, 4, 10, 6]	160	25
8	0.363	9	0.4809	9	0.4452	[0, 2, 1, 3, 4, 5, 9, 10, 13]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2]	[8, 3, 11, 13, 0, 4, 10, 12, 6, 9]	180	5
8	0.3246	9	0.4273	9	0.3968	[0, 2, 1, 3, 4, 5, 9, 10, 13]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2]	[8, 3, 11, 13, 0, 4, 10, 12, 6, 9]	180	10
8	0.2896	9	0.379	9	0.353	[0, 2, 1, 3, 4, 5, 9, 10, 13]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2]	[8, 3, 11, 13, 0, 4, 10, 12, 6, 9]	180	15
8	0.2579	9	0.3354	9	0.3134	[0, 2, 1, 3, 4, 5, 9, 10, 13]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2]	[8, 3, 11, 13, 0, 4, 10, 12, 6, 9]	180	20
8	0.2292	9	0.2963	9	0.278	[0, 2, 1, 3, 4, 5, 9, 10, 13]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2]	[13, 8, 10, 12, 3, 11, 4, 7, 6, 9]	180	25
9	0.3368	10	0.4137	9	0.4354	[0, 2, 1, 3, 4, 5, 9, 10, 13, 11]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2, 1]	[8, 3, 11, 13, 0, 4, 10, 12, 2, 6]	200	5
9	0.2971	10	0.3634	9	0.3877	[0, 2, 1, 3, 4, 5, 9, 10, 13, 11]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2, 1]	[8, 3, 11, 13, 0, 4, 10, 12, 2, 6]	200	10
9	0.2615	10	0.3186	9	0.3446	[0, 2, 1, 3, 4, 5, 9, 10, 13, 11]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2, 1]	[8, 3, 11, 13, 0, 4, 10, 12, 2, 6]	200	15
9	0.2297	10	0.2787	9	0.3057	[0, 2, 1, 3, 4, 5, 9, 10, 13, 11]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2, 1]	[8, 3, 11, 13, 0, 4, 10, 12, 2, 6]	200	20
9	0.2013	10	0.2433	9	0.2707	[0, 2, 1, 3, 4, 5, 9, 10, 13, 11]	[11, 8, 3, 10, 9, 12, 4, 6, 5, 2, 1]	[8, 3, 11, 13, 0, 4, 10, 12, 2, 6]	200	25
